,RESULTS,TIMESTAMP,V60,V65,V66,V206,V342,INDEX,m,d,h
557,-1,2008-08-30 02:32:00,-0.7036,20.7036,26.840999999999998,7.11,2.4426,557,7,5,2
558,-1,2008-08-30 02:39:00,3.73,16.27,20.899,13.27,4.1505,558,7,5,2
559,-1,2008-08-30 02:50:00,-0.4173,20.4173,27.1259,14.48,4.4533,559,7,5,2
560,-1,2008-08-30 03:10:00,1.4464,18.5536,23.7545,7.13,2.267,560,7,5,3
561,-1,2008-08-30 04:20:00,4.8364,15.1636,20.0445,13.96,3.8684,561,7,5,4
562,-1,2008-08-30 04:24:00,-2.6655,22.6655,28.1985,8.51,2.2718,562,7,5,4
563,-1,2008-08-30 04:55:00,-0.3455,20.3455,28.4793,21.58,5.9046,563,7,5,4
564,-1,2008-08-30 05:05:00,-6.6055,26.6055,32.7516,9.31,2.9948,564,7,5,5
565,-1,2008-08-30 05:05:00,-0.0191,20.0191,27.3069,9.75,2.7578,565,7,5,5
566,-1,2008-08-30 05:38:00,1.4845,18.5155,25.426,3.22,1.0527,566,7,5,5
567,-1,2008-08-30 05:51:00,8.9864,11.0136,17.1276,6.84,2.2998,567,7,5,5
568,-1,2008-08-30 07:50:00,-0.95,20.95,24.9604,4.66,1.521,568,7,5,7
569,-1,2008-08-30 07:54:00,2.8618,17.1382,22.83,7.82,1.9554,569,7,5,7
570,-1,2008-08-30 08:10:00,-2.0764,22.0764,30.4914,9.35,2.9181,570,7,5,8
571,-1,2008-08-30 08:29:00,3.36,16.64,25.3734,10.3,2.7846,571,7,5,8
572,-1,2008-08-30 08:42:00,4.0427,15.9573,23.229,7.94,2.9031,572,7,5,8
573,-1,2008-08-30 08:53:00,2.8618,17.1382,21.7888,9.58,2.6309,573,7,5,8
574,-1,2008-08-30 09:13:00,-1.9909,21.9909,26.8809,17.45,4.5575,574,7,5,9
575,-1,2008-08-30 09:37:00,0.7655,19.2345,25.2115,8.5,2.4422,575,7,5,9
576,1,2008-08-30 09:45:00,1.9245,18.0755,22.7319,6.76,1.886,576,7,5,9
577,-1,2008-08-30 10:15:00,-0.1973,20.1973,25.7623,12.96,4.1739,577,7,5,10
578,-1,2008-08-30 10:16:00,-1.9855,21.9855,30.1818,11.23,3.2271,578,7,5,10
579,-1,2008-08-30 11:12:00,2.4718,17.5282,24.4754,9.84,2.7878,579,7,5,11
580,-1,2008-08-30 11:14:00,3.7127,16.2873,22.2294,7.78,2.4131,580,7,5,11
581,-1,2008-08-30 11:18:00,-0.66,20.66,26.0425,9.58,2.5426,581,7,5,11
582,-1,2008-08-30 11:57:00,-1.0573,21.0573,29.011999999999997,4.89,1.3666,582,7,5,11
583,1,2008-08-30 14:10:00,11.2909,8.7091,13.8957,15.56,4.45,583,7,5,14
584,-1,2008-08-30 14:23:00,-1.9573,21.9573,27.0214,13.89,4.1297,584,7,5,14
585,-1,2008-08-30 14:37:00,-0.4482,20.4482,28.0456,12.06,3.5193,585,7,5,14
586,-1,2008-08-30 15:06:00,-3.9318,23.9318,29.5895,5.88,2.1529,586,7,5,15
587,-1,2008-08-30 15:16:00,-2.3355,22.3355,28.2141,6.46,1.7847,587,7,5,15
588,-1,2008-08-30 15:37:00,-0.2173,20.2173,26.9312,7.39,2.0896,588,7,5,15
589,-1,2008-08-30 15:50:00,-0.6464,20.6464,25.0675,8.1,2.0909,589,7,5,15
590,-1,2008-08-30 15:57:00,7.24,12.76,20.1964,10.42,3.0858,590,7,5,15
591,-1,2008-08-30 16:24:00,-2.8818,22.8818,29.7075,7.89,2.5121,591,7,5,16
592,-1,2008-08-30 17:05:00,-0.9409,20.9409,29.2332,9.94,3.1677,592,7,5,17
593,-1,2008-08-30 17:49:00,2.2855,17.7145,21.7095,14.91,4.8332,593,7,5,17
594,-1,2008-08-30 19:21:00,0.7227,19.2773,24.1852,5.04,1.4806,594,7,5,19
595,-1,2008-08-30 19:27:00,4.9073,15.0927,22.9594,6.6,1.9702,595,7,5,19
596,-1,2008-08-30 20:11:00,2.28,17.72,23.4612,11.26,3.2801,596,7,5,20
597,-1,2008-08-30 20:53:00,0.9518,19.0482,26.3334,9.03,2.5380000000000003,597,7,5,20
598,-1,2008-08-30 21:53:00,1.2836,18.7164,23.8157,18.96,5.4564,598,7,5,21
599,-1,2008-08-30 23:51:00,0.7064,19.2936,23.9262,9.65,2.9977,599,7,5,23
600,-1,2008-08-31 02:57:00,2.6873,17.3127,21.6739,5.27,1.6555,600,7,6,2
601,1,2008-08-31 04:46:00,15.3073,24.6927,33.4962,8.69,2.8216,601,7,6,4
602,-1,2008-08-31 05:05:00,7.9755,12.0245,17.5921,5.98,2.1747,602,7,6,5
603,-1,2008-08-31 09:11:00,-0.6591,20.6591,25.2563,10.83,3.4319,603,7,6,9
604,-1,2008-08-31 10:36:00,-2.4609,22.4609,31.4439,6.16,2.0431,604,7,6,10
605,1,2008-08-31 10:59:00,1.8173,18.1827,24.3905,5.14,1.9383,605,7,6,10
606,-1,2008-08-31 10:59:00,-1.1391,21.1391,29.5723,4.95,1.6455,606,7,6,10
607,-1,2008-08-31 11:03:00,-4.1518,24.1518,30.4891,17.13,4.7775,607,7,6,11
608,-1,2008-08-31 15:09:00,-0.6936,20.6936,28.2022,7.9,2.4379,608,7,6,15
609,-1,2008-08-31 15:13:00,0.1891,19.8109,27.7146,8.33,2.3399,609,7,6,15
610,-1,2008-08-31 16:32:00,2.39,17.61,25.5921,4.39,1.7383,610,7,6,16
611,-1,2008-08-31 20:24:00,-0.9127,20.9127,29.3191,11.87,3.9115,611,7,6,20
612,-1,2008-08-31 21:04:00,0.9409,19.0591,26.7098,7.47,2.3169,612,7,6,21
613,-1,2008-08-31 21:46:00,-2.0555,22.0555,27.456,7.97,2.6767,613,7,6,21
614,-1,2008-08-31 21:58:00,-3.1455,23.1455,31.4605,12.29,3.2274,614,7,6,21
615,-1,2008-08-31 22:32:00,1.5445,18.4555,26.3116,11.19,2.9174,615,7,6,22
616,-1,2008-08-31 22:48:00,1.4373,18.5627,25.7025,13.3,3.529,616,7,6,22
617,-1,2008-08-31 22:57:00,-6.0445,26.0445,34.9236,14.3,3.7009,617,7,6,22
618,-1,2008-01-09 00:01:00,1.3791,18.6209,24.6273,13.1,3.8878,618,0,2,0
619,-1,2008-01-09 00:39:00,-0.9618,20.9618,29.4926,14.23,3.7531,619,0,2,0
620,-1,2008-01-09 00:45:00,1.6073,18.3927,25.9809,7.03,1.915,620,0,2,0
621,-1,2008-01-09 00:53:00,-2.5727,22.5727,28.7966,4.81,1.5745,621,0,2,0
622,-1,2008-01-09 05:29:00,3.3918,16.6082,22.8177,7.78,2.4601,622,0,2,5
623,-1,2008-01-09 05:32:00,-1.3773,21.3773,28.9871,15.2,3.8336,623,0,2,5
624,-1,2008-01-09 06:12:00,2.0336,17.9664,25.8665,6.54,1.8346,624,0,2,6
625,-1,2008-01-09 06:21:00,1.5755,18.4245,25.849,11.81,3.5792,625,0,2,6
626,-1,2008-01-09 06:52:00,2.5336,17.4664,24.25,6.89,2.12,626,0,2,6
627,-1,2008-01-09 08:18:00,-1.7327,21.7327,26.7697,8.02,2.0889,627,0,2,8
628,-1,2008-01-09 09:06:00,-5.1655,25.1655,30.3892,5.57,1.9406,628,0,2,9
629,-1,2008-01-09 09:19:00,-5.0027,25.0027,30.9658,3.77,1.2691,629,0,2,9
630,-1,2008-01-09 09:54:00,-1.0082,21.0082,28.539,3.09,0.8836,630,0,2,9
631,-1,2008-01-09 10:57:00,2.0591,17.9409,24.6557,10.92,2.9862,631,0,2,10
632,-1,2008-01-09 11:40:00,-0.17,20.17,28.121,7.33,2.3249,632,0,2,11
633,-1,2008-01-09 16:20:00,-1.8791,21.8791,31.0771,7.47,2.5913,633,0,2,16
634,1,2008-01-09 19:54:00,53.6818,42.63,56.8964,150.87,51.7929,634,0,2,19
635,-1,2008-01-09 20:51:00,2.1145,17.8855,26.4123,12.11,4.4041,635,0,2,20
636,-1,2008-01-09 22:05:00,-0.9918,20.9918,28.4192,4.72,1.3836,636,0,2,22
637,-1,2008-01-09 23:05:00,-0.8045,20.8045,28.8009,5.91,2.1067,637,0,2,23
638,-1,2008-01-09 23:19:00,0.5791,19.4209,24.9563,9.82,2.6669,638,0,2,23
639,-1,2008-01-09 23:24:00,-4.8145,24.8145,29.1285,8.5,2.7236,639,0,2,23
640,-1,2008-01-09 23:28:00,-0.0964,20.0964,28.2487,13.41,3.7186,640,0,2,23
641,-1,2008-01-09 23:39:00,0.34,19.66,22.3647,10.32,3.2261,641,0,2,23
642,-1,2008-01-09 23:45:00,1.5127,18.4873,23.5326,12.38,3.8356,642,0,2,23
643,-1,2008-01-09 23:59:00,-19.9927,39.9927,70.0879,10.01,3.1078,643,0,2,23
644,-1,2008-02-09 00:26:00,0.0855,19.9145,29.085,10.63,2.9734,644,1,5,0
645,-1,2008-02-09 00:31:00,3.65,16.35,23.5578,9.02,2.6408,645,1,5,0
646,-1,2008-02-09 00:46:00,5.1,14.9,20.5007,8.17,2.515,646,1,5,0
647,-1,2008-02-09 01:09:00,2.4673,17.5327,25.252,4.05,1.5605,647,1,5,1
648,-1,2008-02-09 01:10:00,-2.6673,22.6673,31.016,21.66,5.5925,648,1,5,1
649,-1,2008-02-09 01:10:00,3.8,16.2,22.7395,9.7,3.2173,649,1,5,1
650,-1,2008-02-09 01:36:00,0.3418,19.6582,27.8586,6.39,2.1345,650,1,5,1
651,-1,2008-02-09 01:50:00,0.23,19.77,28.057,11.48,3.4522,651,1,5,1
652,-1,2008-02-09 02:02:00,-0.7482,20.7482,29.1518,6.35,2.2117,652,1,5,2
653,-1,2008-02-09 02:11:00,2.74,17.26,24.5728,5.88,1.6436,653,1,5,2
654,-1,2008-02-09 02:50:00,0.1491,19.8509,26.0093,7.74,2.7453,654,1,5,2
655,-1,2008-02-09 02:52:00,1.4982,18.5018,25.9589,9.84,2.5709,655,1,5,2
656,-1,2008-02-09 03:33:00,-0.3518,20.3518,25.2303,6.71,2.0212,656,1,5,3
657,-1,2008-02-09 03:35:00,1.7991,18.2009,25.9351,4.34,1.4454,657,1,5,3
658,-1,2008-02-09 03:35:00,-1.71,21.71,29.1971,8.07,2.9031,658,1,5,3
659,-1,2008-02-09 04:19:00,2.1918,17.8082,26.3692,7.52,2.3238,659,1,5,4
660,-1,2008-02-09 04:22:00,-0.2282,20.2282,28.6915,17.27,4.7952,660,1,5,4
661,-1,2008-02-09 05:46:00,-2.7427,22.7427,28.674,15.78,4.4851,661,1,5,5
662,-1,2008-02-09 06:03:00,1.0336,18.9664,24.3057,11.06,3.2653,662,1,5,6
663,-1,2008-02-09 06:19:00,-1.2336,21.2336,26.3006,6.97,1.931,663,1,5,6
664,-1,2008-02-09 06:32:00,3.9309,16.0691,22.9785,6.99,2.1964,664,1,5,6
665,-1,2008-02-09 06:48:00,3.1845,16.8155,22.1925,7.98,2.4628,665,1,5,6
666,-1,2008-02-09 07:22:00,3.5264,16.4736,21.3934,8.85,2.7225,666,1,5,7
667,-1,2008-02-09 07:32:00,0.8764,19.1236,27.1747,19.9,4.84,667,1,5,7
668,-1,2008-02-09 08:15:00,-1.9682,21.9682,26.565,15.54,3.8827,668,1,5,8
669,-1,2008-02-09 08:54:00,3.2964,16.7036,21.2894,6.83,1.8996,669,1,5,8
670,-1,2008-02-09 09:36:00,4.3818,15.6182,23.4325,10.06,2.8103,670,1,5,9
671,-1,2008-02-09 09:37:00,0.5082,19.4918,25.6003,6.87,1.932,671,1,5,9
672,-1,2008-02-09 10:13:00,0.4373,19.5627,24.5833,9.55,2.6647,672,1,5,10
673,-1,2008-02-09 10:21:00,-0.6609,20.6609,25.3772,3.93,1.1598,673,1,5,10
674,-1,2008-02-09 10:25:00,2.5055,17.4945,23.1487,9.13,2.7506,674,1,5,10
675,-1,2008-02-09 10:33:00,0.4027,19.5973,27.2715,6.63,2.2712,675,1,5,10
676,-1,2008-02-09 11:08:00,-1.2973,21.2973,27.5945,11.88,3.6001,676,1,5,11
677,-1,2008-02-09 11:22:00,4.4827,15.5173,22.9589,5.92,2.0197,677,1,5,11
678,-1,2008-02-09 11:47:00,0.3036,19.6964,24.4119,11.32,3.2029,678,1,5,11
679,-1,2008-02-09 11:49:00,2.5718,17.4282,20.9109,9.24,2.8802,679,1,5,11
680,-1,2008-02-09 12:01:00,-0.0555,20.0555,25.7896,16.47,4.2227,680,1,5,12
681,-1,2008-02-09 12:17:00,-0.4455,20.4455,28.0135,5.62,1.895,681,1,5,12
682,-1,2008-02-09 12:26:00,-1.1582,21.1582,29.3803,6.79,2.0694,682,1,5,12
683,-1,2008-02-09 12:30:00,-0.4073,20.4073,25.3135,7.81,2.454,683,1,5,12
684,-1,2008-02-09 12:44:00,0.1155,19.8845,25.0919,7.78,2.4071,684,1,5,12
685,-1,2008-02-09 13:05:00,-8.64,28.64,34.6714,13.75,3.4642,685,1,5,13
686,-1,2008-02-09 13:08:00,3.19,16.81,22.5685,11.32,3.2951,686,1,5,13
687,-1,2008-02-09 13:27:00,-2.0836,22.0836,23.4308,7.32,2.2311,687,1,5,13
688,-1,2008-02-09 13:40:00,-1.1527,21.1527,26.9974,7.54,2.6256,688,1,5,13
689,-1,2008-02-09 14:09:00,2.99,17.01,23.2157,9.9,3.0269,689,1,5,14
690,-1,2008-02-09 14:21:00,1.5582,18.4418,25.9403,6.28,2.1278,690,1,5,14
691,-1,2008-02-09 14:34:00,-0.5464,20.5464,25.8855,6.67,2.2574,691,1,5,14
692,-1,2008-02-09 15:29:00,2.8618,17.1382,22.4125,9.17,2.6131,692,1,5,15
693,-1,2008-02-09 16:10:00,-4.4482,24.4482,34.3644,4.26,1.4901,693,1,5,16
694,-1,2008-02-09 16:50:00,2.43,17.57,22.2242,5.46,1.5772,694,1,5,16
695,-1,2008-02-09 16:54:00,1.17,18.83,24.7337,6.39,1.7536,695,1,5,16
696,-1,2008-02-09 16:58:00,-1.93,21.93,29.6185,6.19,2.0296,696,1,5,16
697,-1,2008-02-09 17:10:00,2.6373,17.3627,22.698,8.69,2.3464,697,1,5,17
698,-1,2008-02-09 17:18:00,3.4827,16.5173,21.1961,10.27,2.8258,698,1,5,17
699,-1,2008-02-09 18:38:00,2.0173,17.9827,24.4746,7.85,2.5787,699,1,5,18
700,-1,2008-02-09 18:52:00,1.5527,18.4473,24.4248,6.47,2.1962,700,1,5,18
701,-1,2008-02-09 19:18:00,-8.6982,28.6982,36.5743,10.52,2.6675,701,1,5,19
702,-1,2008-02-09 20:18:00,-2.3391,22.3391,29.1587,5.96,2.0532,702,1,5,20
703,-1,2008-02-09 20:52:00,4.1782,15.8218,22.3865,12.51,3.9798,703,1,5,20
704,-1,2008-02-09 20:58:00,4.1455,15.8545,20.187,6.03,1.8259999999999998,704,1,5,20
705,-1,2008-02-09 20:59:00,4.0555,15.9445,18.277,6.61,2.1037,705,1,5,20
706,-1,2008-03-09 00:18:00,1.54,18.46,27.5268,13.49,4.0469,706,2,6,0
707,-1,2008-03-09 00:45:00,2.8627,17.1373,24.7459,13.91,4.4696,707,2,6,0
708,-1,2008-03-09 00:58:00,1.7755,18.2245,25.55,16.97,4.1538,708,2,6,0
709,1,2008-03-09 01:15:00,16.6491,17.239,21.9792,18.07,4.6269,709,2,6,1
710,-1,2008-03-09 01:32:00,1.9255,18.0745,23.1949,8.97,3.3825,710,2,6,1
711,-1,2008-03-09 04:18:00,-1.3727,21.3727,29.1464,7.42,2.0182,711,2,6,4
712,-1,2008-03-09 06:26:00,2.6218,17.3782,22.6667,8.38,2.622,712,2,6,6
713,-1,2008-03-09 09:38:00,-0.7782,20.7782,26.0554,5.71,1.8227,713,2,6,9
714,-1,2008-03-09 14:24:00,-0.3918,20.3918,28.9557,8.2,2.5552,714,2,6,14
715,-1,2008-03-09 14:29:00,-0.9691,20.9691,26.2905,6.93,2.092,715,2,6,14
716,-1,2008-03-09 17:22:00,5.0955,14.9045,21.9399,19.13,5.0012,716,2,6,17
717,-1,2008-03-09 18:16:00,-1.1173,21.1173,30.1518,7.31,2.0193,717,2,6,18
718,-1,2008-03-09 18:16:00,3.3364,16.6636,24.4489,6.54,2.2584,718,2,6,18
719,-1,2008-03-09 20:00:00,0.9827,19.0173,24.2367,9.78,2.6909,719,2,6,20
720,-1,2008-03-09 20:10:00,-0.6727,20.6727,26.1735,10.06,2.8333,720,2,6,20
721,-1,2008-04-09 08:01:00,-0.7891,20.7891,26.6224,8.15,2.9898,721,3,2,8
722,-1,2008-04-09 08:22:00,1.7618,18.2382,23.5304,8.0,2.5516,722,3,2,8
723,-1,2008-04-09 08:33:00,2.4582,17.5418,23.5223,8.87,2.5838,723,3,2,8
724,-1,2008-04-09 08:41:00,2.9373,17.0627,24.2706,6.28,1.9345,724,3,2,8
725,-1,2008-04-09 08:53:00,1.9491,18.0509,26.0408,13.74,3.4161,725,3,2,8
726,-1,2008-04-09 11:50:00,-1.4191,21.4191,31.164,11.28,3.4869,726,3,2,11
727,-1,2008-04-09 14:09:00,0.2527,19.7473,28.1237,22.75,5.9584,727,3,2,14
728,-1,2008-04-09 14:11:00,1.5927,18.4073,23.7193,7.51,2.2987,728,3,2,14
729,-1,2008-04-09 14:48:00,1.1845,18.8155,26.8806,10.58,3.3855,729,3,2,14
730,-1,2008-04-09 16:30:00,-1.5764,21.5764,26.3291,7.85,2.8227,730,3,2,16
731,-1,2008-04-09 16:41:00,-0.2718,20.2718,25.1884,12.44,3.3215,731,3,2,16
732,-1,2008-04-09 16:56:00,-2.0291,22.0291,31.5545,10.59,3.6747,732,3,2,16
733,-1,2008-04-09 17:30:00,3.5355,16.4645,23.6548,15.26,5.2439,733,3,2,17
734,-1,2008-05-09 15:30:00,0.8236,19.1764,24.3769,9.37,2.4108,734,4,4,15
735,-1,2008-05-09 21:48:00,-2.5836,22.5836,28.3642,9.34,2.7746,735,4,4,21
736,-1,2008-07-09 00:08:00,3.4491,16.5509,23.6314,8.52,2.7474,736,6,2,0
737,-1,2008-07-09 00:12:00,1.0518,18.9482,26.1124,11.4,3.3309,737,6,2,0
738,-1,2008-07-09 00:49:00,3.4391,16.5609,23.7055,20.23,4.8309,738,6,2,0
739,-1,2008-07-09 10:52:00,-1.89,21.89,26.7765,9.65,2.7960000000000003,739,6,2,10
740,-1,2008-07-09 12:04:00,1.1627,18.8373,27.6476,10.99,3.3065,740,6,2,12
741,-1,2008-07-09 12:20:00,-0.3236,20.3236,24.2157,5.31,1.6014,741,6,2,12
742,-1,2008-07-09 13:02:00,2.1645,17.8355,23.0469,10.17,2.6464,742,6,2,13
743,-1,2008-07-09 18:02:00,-1.9891,21.9891,30.3824,8.07,2.5118,743,6,2,18
744,-1,2008-07-09 18:24:00,-0.2482,20.2482,28.6157,7.98,2.5413,744,6,2,18
745,-1,2008-07-09 18:49:00,-1.6436,21.6436,26.254,10.41,3.2738,745,6,2,18
746,-1,2008-07-09 19:29:00,5.1773,14.8227,21.0858,7.24,2.3568,746,6,2,19
747,-1,2008-07-09 19:31:00,5.8045,14.1955,20.2515,11.8,3.5343,747,6,2,19
748,-1,2008-07-09 20:12:00,-2.3691,22.3691,27.4408,7.44,2.7292,748,6,2,20
749,-1,2008-07-09 20:50:00,5.9491,14.0509,21.9064,9.79,3.3531,749,6,2,20
750,-1,2008-07-09 23:33:00,5.4964,14.5036,20.0429,9.66,2.7975,750,6,2,23
751,-1,2008-08-09 00:32:00,4.1464,15.8536,20.9393,12.08,3.7309,751,7,5,0
752,-1,2008-08-09 00:40:00,3.8164,16.1836,20.4859,14.27,4.4684,752,7,5,0
753,-1,2008-08-09 01:24:00,2.7582,17.2418,24.6239,11.47,2.9978,753,7,5,1
754,-1,2008-08-09 03:32:00,-3.0355,23.0355,27.9576,16.4,4.6160000000000005,754,7,5,3
755,-1,2008-08-09 03:48:00,-1.0991,21.0991,26.063000000000002,8.97,2.9541,755,7,5,3
756,-1,2008-08-09 04:21:00,-0.9045,20.9045,26.2575,7.13,2.5277,756,7,5,4
757,-1,2008-08-09 06:37:00,0.0282,19.9718,25.8083,9.1,2.6374,757,7,5,6
758,-1,2008-08-09 07:14:00,-2.1173,22.1173,27.0478,9.3,2.8862,758,7,5,7
759,-1,2008-08-09 07:41:00,-3.1518,23.1518,27.1912,6.97,2.1517,759,7,5,7
760,-1,2008-08-09 18:46:00,-1.4173,21.4173,27.2716,7.31,2.0989,760,7,5,18
761,-1,2008-08-09 19:14:00,0.8536,19.1464,24.1465,8.71,2.7351,761,7,5,19
762,-1,2008-08-09 19:15:00,-0.1391,20.1391,26.0435,6.86,2.0773,762,7,5,19
763,-1,2008-08-09 19:25:00,-1.9982,21.9982,28.1555,14.87,4.2575,763,7,5,19
764,-1,2008-08-09 19:33:00,0.5564,19.4436,22.8899,9.07,2.8006,764,7,5,19
765,-1,2008-08-09 20:00:00,-0.2418,20.2418,24.7587,10.04,3.115,765,7,5,20
766,-1,2008-08-09 21:36:00,-1.7136,21.7136,28.7752,6.51,2.0015,766,7,5,21
767,-1,2008-08-09 21:53:00,-1.3073,21.3073,28.2203,7.16,2.2494,767,7,5,21
768,-1,2008-08-09 22:17:00,0.8827,19.1173,26.0194,10.61,3.0869,768,7,5,22
769,-1,2008-09-09 00:25:00,3.2655,16.7345,21.4549,10.49,3.9223,769,8,1,0
770,-1,2008-09-09 03:53:00,1.0673,18.9327,26.3681,7.19,2.3773,770,8,1,3
771,-1,2008-09-09 08:44:00,-0.1773,20.1773,25.8412,9.54,2.7292,771,8,1,8
772,-1,2008-10-09 07:26:00,3.0791,16.9209,23.9437,6.61,2.7296,772,9,3,7
773,-1,2008-10-09 09:21:00,3.6664,16.3336,23.9136,11.25,3.3666,773,9,3,9
774,-1,2008-10-09 20:52:00,4.0555,15.9445,23.5298,8.75,2.4402,774,9,3,20
775,-1,2008-10-09 20:53:00,-3.2082,23.2082,30.9212,12.9,3.4793,775,9,3,20
776,-1,2008-10-09 21:56:00,-2.1182,22.1182,29.2883,9.58,2.5499,776,9,3,21
777,-1,2008-10-09 23:30:00,0.4855,19.5145,26.6104,9.67,2.6339,777,9,3,23
778,-1,2008-10-09 23:43:00,0.3391,19.6609,26.1208,11.7,3.0586,778,9,3,23
779,-1,2008-11-09 00:17:00,1.4345,18.5655,22.8282,8.87,3.1011,779,10,6,0
780,-1,2008-11-09 05:20:00,1.8164,18.1836,25.4759,8.59,2.9049,780,10,6,5
781,-1,2008-11-09 06:04:00,0.56,19.44,25.7696,7.92,2.4621,781,10,6,6
782,-1,2008-11-09 07:43:00,-1.1427,21.1427,29.0083,5.79,2.1119,782,10,6,7
783,-1,2008-11-09 08:06:00,5.4718,14.5282,20.8541,8.84,2.7504,783,10,6,8
784,-1,2008-11-09 08:58:00,-4.6736,24.6736,31.3776,11.09,2.8634,784,10,6,8
785,-1,2008-11-09 09:24:00,1.2691,18.7309,26.114,9.8,2.9954,785,10,6,9
786,-1,2008-11-09 12:47:00,1.6309,18.3691,23.7598,9.56,3.0428,786,10,6,12
787,-1,2008-11-09 13:36:00,3.1382,16.8618,21.725,11.77,3.1969,787,10,6,13
788,-1,2008-11-09 14:20:00,1.91,18.09,26.0981,13.76,3.7244,788,10,6,14
789,-1,2008-11-09 14:24:00,4.3955,15.6045,21.7593,4.79,1.5775,789,10,6,14
790,-1,2008-11-09 14:31:00,2.1173,17.8827,19.545,10.1,3.1404,790,10,6,14
791,-1,2008-11-09 15:05:00,2.3855,17.6145,22.5295,10.28,3.0594,791,10,6,15
792,-1,2008-11-09 15:08:00,1.2882,18.7118,24.9344,12.16,3.2429,792,10,6,15
793,-1,2008-11-09 16:28:00,3.9027,16.0973,22.7626,13.25,3.4236,793,10,6,16
794,-1,2008-11-09 21:13:00,-2.5482,22.5482,29.6525,7.67,2.1166,794,10,6,21
795,1,2008-11-09 22:07:00,1.5218,18.4782,25.9831,6.44,2.2054,795,10,6,22
796,-1,2008-11-09 23:10:00,-0.8736,20.8736,28.9348,6.2,2.2654,796,10,6,23
797,1,2008-11-09 23:48:00,1.7073,18.2927,25.4819,8.01,2.2197,797,10,6,23
798,-1,2008-12-09 05:11:00,2.1982,17.8018,25.0963,8.97,2.2856,798,11,1,5
799,-1,2008-12-09 05:55:00,2.4218,17.5782,23.8478,8.38,2.5306,799,11,1,5
800,-1,2008-12-09 06:38:00,4.9555,15.0445,22.1659,14.74,4.0309,800,11,1,6
801,-1,2008-12-09 06:41:00,1.8709,18.1291,22.7283,11.28,3.3828,801,11,1,6
802,-1,2008-12-09 06:45:00,0.7355,19.2645,24.3304,7.1,2.5474,802,11,1,6
803,-1,2008-12-09 07:21:00,1.2809,18.7191,23.6041,6.47,2.2628,803,11,1,7
804,-1,2008-12-09 07:29:00,5.5318,14.4682,21.2935,7.6,2.7541,804,11,1,7
805,-1,2008-12-09 07:38:00,-3.1227,23.1227,31.4849,7.02,2.2122,805,11,1,7
806,-1,2008-12-09 11:57:00,6.1855,13.8145,14.0352,9.17,2.5774,806,11,1,11
807,-1,2008-12-09 13:08:00,1.9936,18.0064,22.1064,9.93,3.3449,807,11,1,13
808,-1,2008-12-09 14:52:00,0.2436,19.7564,24.6507,8.4,2.278,808,11,1,14
809,-1,2008-12-09 15:40:00,2.9073,17.0927,23.0962,6.11,2.1078,809,11,1,15
810,-1,2008-12-09 16:23:00,0.3491,19.6509,27.8925,7.02,2.0829,810,11,1,16
811,-1,2008-12-09 18:01:00,1.1136,18.8864,23.1136,8.31,2.7347,811,11,1,18
812,-1,2008-12-09 18:52:00,1.3009,18.6991,23.4987,7.66,2.5299,812,11,1,18
813,-1,2008-12-09 19:36:00,2.1918,17.8082,20.8256,7.15,2.3113,813,11,1,19
814,-1,2008-12-09 20:28:00,,,,,,814,11,1,20
815,-1,2008-12-09 21:12:00,0.1809,19.8191,27.2003,6.35,2.2104,815,11,1,21
816,-1,2008-12-09 22:25:00,0.7482,19.2518,23.6254,9.79,3.0033,816,11,1,22
817,-1,2008-12-09 22:45:00,2.5491,17.4509,21.7752,8.16,2.6082,817,11,1,22
818,-1,2008-12-09 23:28:00,-0.6645,20.6645,27.0709,6.97,2.3128,818,11,1,23
819,-1,2008-12-09 23:40:00,6.1882,13.8118,20.6151,10.31,3.0808,819,11,1,23
820,-1,2008-09-13 00:25:00,4.6209,15.3791,19.4357,8.08,2.7722,820,8,5,0
821,-1,2008-09-13 02:57:00,3.0345,16.9655,21.3048,9.58,2.7085,821,8,5,2
822,-1,2008-09-13 03:14:00,-4.2064,24.2064,30.9661,4.74,1.4275,822,8,5,3
823,-1,2008-09-13 09:19:00,6.1727,13.8273,21.2711,16.4,4.3064,823,8,5,9
824,-1,2008-09-13 10:55:00,7.3164,12.6836,16.8961,4.78,1.3683,824,8,5,10
825,-1,2008-09-13 11:42:00,4.5918,15.4082,22.2081,5.41,1.8776,825,8,5,11
826,1,2008-09-13 11:56:00,3.2273,16.7727,21.9494,9.33,2.6947,826,8,5,11
827,-1,2008-09-13 12:48:00,6.6827,13.3173,19.9232,8.02,2.2853,827,8,5,12
828,-1,2008-09-13 14:07:00,-4.6636,24.6636,33.7771,6.33,2.0231,828,8,5,14
829,-1,2008-09-13 16:04:00,3.5945,16.4055,24.9991,9.1,2.5537,829,8,5,16
830,-1,2008-09-13 16:04:00,2.4182,17.5818,24.3727,7.39,2.3748,830,8,5,16
831,1,2008-09-13 20:06:00,4.6209,15.3791,22.4441,9.11,2.8256,831,8,5,20
832,-1,2008-09-14 02:50:00,2.2336,17.7664,20.5025,5.98,1.7875,832,8,6,2
833,-1,2008-09-14 02:59:00,5.2064,14.7936,21.7926,5.7,1.6991,833,8,6,2
834,-1,2008-09-14 15:02:00,-0.5718,20.5718,26.247,6.68,2.6713,834,8,6,15
